fpr,tpr,thresholds
0.0,0.0,1.8601732850074768
0.0,0.0013458950201884253,0.8601732850074768
0.0,0.004037685060565276,0.8531835079193115
0.0010940919037199124,0.004037685060565276,0.8528088927268982
0.0010940919037199124,0.017496635262449527,0.8395007252693176
0.002188183807439825,0.017496635262449527,0.8393508195877075
0.002188183807439825,0.021534320323014805,0.8377255797386169
0.0032822757111597373,0.021534320323014805,0.8372694253921509
0.0032822757111597373,0.026917900403768506,0.8327544331550598
0.00437636761487965,0.026917900403768506,0.8323689103126526
0.00437636761487965,0.02826379542395693,0.8322712779045105
0.005470459518599562,0.02826379542395693,0.8321595788002014
0.005470459518599562,0.03230148048452221,0.829454779624939
0.0087527352297593,0.03230148048452221,0.8277869820594788
0.0087527352297593,0.033647375504710635,0.8275044560432434
0.012035010940919038,0.033647375504710635,0.8268975615501404
0.012035010940919038,0.04306864064602961,0.8250288367271423
0.01312910284463895,0.04306864064602961,0.8240988254547119
0.01312910284463895,0.04441453566621804,0.8239540457725525
0.0175054704595186,0.04441453566621804,0.8227858543395996
0.0175054704595186,0.04845222072678331,0.8222584128379822
0.018599562363238512,0.04845222072678331,0.8220344185829163
0.018599562363238512,0.04979811574697174,0.8219445943832397
0.019693654266958426,0.04979811574697174,0.821631133556366
0.019693654266958426,0.05114401076716016,0.8211402893066406
0.020787746170678335,0.05114401076716016,0.8211081027984619
0.020787746170678335,0.05383580080753701,0.8202455043792725
0.02188183807439825,0.05383580080753701,0.8200775980949402
0.02188183807439825,0.05518169582772544,0.8198447227478027
0.022975929978118162,0.05518169582772544,0.8194486498832703
0.022975929978118162,0.06460296096904442,0.8167659640312195
0.024070021881838075,0.06460296096904442,0.816241443157196
0.024070021881838075,0.06864064602960969,0.8146905899047852
0.02516411378555799,0.06864064602960969,0.8133179545402527
0.02516411378555799,0.06998654104979811,0.8126135468482971
0.0262582056892779,0.06998654104979811,0.8123882412910461
0.0262582056892779,0.08209959623149395,0.8071216344833374
0.02735229759299781,0.08209959623149395,0.8069271445274353
0.02735229759299781,0.08344549125168237,0.806866466999054
0.028446389496717725,0.08344549125168237,0.8067103028297424
0.028446389496717725,0.09825033647375504,0.8039219379425049
0.02954048140043764,0.09825033647375504,0.8026803135871887
0.02954048140043764,0.10363391655450875,0.8010947108268738
0.030634573304157548,0.10363391655450875,0.8010531067848206
0.030634573304157548,0.10497981157469717,0.8008486032485962
0.03172866520787746,0.10497981157469717,0.8004300594329834
0.03172866520787746,0.10901749663526245,0.7995362281799316
0.03391684901531729,0.10901749663526245,0.7985363006591797
0.03391684901531729,0.11305518169582772,0.7978793382644653
0.0350109409190372,0.11305518169582772,0.7975065112113953
0.0350109409190372,0.11843876177658143,0.7964991331100464
0.037199124726477024,0.11843876177658143,0.7950699329376221
0.037199124726477024,0.126514131897712,0.7936246991157532
0.03938730853391685,0.126514131897712,0.7928907871246338
0.03938730853391685,0.13458950201884254,0.7916366457939148
0.04048140043763676,0.13458950201884254,0.7916069030761719
0.04048140043763676,0.13728129205921938,0.7910822033882141
0.04157549234135667,0.13728129205921938,0.790649950504303
0.04157549234135667,0.14131897711978467,0.7903338074684143
0.04266958424507659,0.14131897711978467,0.7894821763038635
0.04266958424507659,0.1655450874831763,0.778037428855896
0.0437636761487965,0.1655450874831763,0.7779774069786072
0.0437636761487965,0.17496635262449528,0.7759168148040771
0.044857768052516414,0.17496635262449528,0.7748939394950867
0.044857768052516414,0.18304172274562583,0.772320568561554
0.045951859956236324,0.18304172274562583,0.7721699476242065
0.045951859956236324,0.1857335127860027,0.7719079852104187
0.047045951859956234,0.1857335127860027,0.7704007029533386
0.047045951859956234,0.18707940780619112,0.7702638506889343
0.04814004376367615,0.18707940780619112,0.7701274156570435
0.04814004376367615,0.19515477792732167,0.7691356539726257
0.05032822757111598,0.19515477792732167,0.7685210108757019
0.05032822757111598,0.20457604306864063,0.7675545811653137
0.05142231947483589,0.20457604306864063,0.7671648263931274
0.05142231947483589,0.20592193808882908,0.7661614418029785
0.0525164113785558,0.20592193808882908,0.7656029462814331
0.0525164113785558,0.2126514131897712,0.7641010284423828
0.053610503282275714,0.2126514131897712,0.764046847820282
0.053610503282275714,0.21534320323014805,0.7634232640266418
0.05689277899343545,0.21534320323014805,0.7628612518310547
0.05689277899343545,0.2180349932705249,0.7626419067382812
0.05798687089715536,0.2180349932705249,0.7622952461242676
0.05798687089715536,0.2193808882907133,0.7615410089492798
0.061269146608315096,0.2193808882907133,0.76024329662323
0.061269146608315096,0.22207267833109018,0.7601079344749451
0.06236323851203501,0.22207267833109018,0.760056734085083
0.06236323851203501,0.24091520861372812,0.7547645568847656
0.06345733041575492,0.24091520861372812,0.7537941932678223
0.06345733041575492,0.24764468371467024,0.7513603568077087
0.06455142231947483,0.24764468371467024,0.7506897449493408
0.06455142231947483,0.2489905787348587,0.7499006986618042
0.06564551422319474,0.2489905787348587,0.7490556836128235
0.06564551422319474,0.253028263795424,0.7485774159431458
0.06673960612691467,0.253028263795424,0.7477278709411621
0.06673960612691467,0.2543741588156124,0.7465184926986694
0.06783369803063458,0.2543741588156124,0.7462358474731445
0.06783369803063458,0.26783310901749663,0.7427710294723511
0.06892778993435449,0.26783310901749663,0.7416932582855225
0.06892778993435449,0.27052489905787347,0.7412644028663635
0.0700218818380744,0.27052489905787347,0.7392670512199402
0.0700218818380744,0.2732166890982503,0.7382314205169678
0.07221006564551423,0.2732166890982503,0.7369676232337952
0.07221006564551423,0.28667563930013457,0.7340008616447449
0.07439824945295405,0.28667563930013457,0.7333377599716187
0.07439824945295405,0.288021534320323,0.733121931552887
0.07549234135667396,0.288021534320323,0.7330049276351929
0.07549234135667396,0.29071332436069985,0.7324874997138977
0.07768052516411379,0.29071332436069985,0.7313074469566345
0.07768052516411379,0.2960969044414536,0.7302986979484558
0.0787746170678337,0.2960969044414536,0.7301418781280518
0.0787746170678337,0.29878869448183043,0.7296855449676514
0.08096280087527352,0.29878869448183043,0.7295238375663757
0.08096280087527352,0.30148048452220727,0.727927029132843
0.08424507658643327,0.30148048452220727,0.726675808429718
0.08424507658643327,0.3028263795423957,0.7264795303344727
0.08643326039387308,0.3028263795423957,0.7248507142066956
0.08643326039387308,0.30551816958277256,0.7242242693901062
0.087527352297593,0.30551816958277256,0.7235324382781982
0.087527352297593,0.30686406460296095,0.7234617471694946
0.0886214442013129,0.30686406460296095,0.7234352827072144
0.0886214442013129,0.30955585464333785,0.7228364944458008
0.08971553610503283,0.30955585464333785,0.7221946716308594
0.08971553610503283,0.3149394347240915,0.7210946679115295
0.09080962800875274,0.3149394347240915,0.7203810811042786
0.09080962800875274,0.31763122476446837,0.7196704149246216
0.09409190371991247,0.31763122476446837,0.7181975841522217
0.09409190371991247,0.3243606998654105,0.7167014479637146
0.0962800875273523,0.3243606998654105,0.7162253856658936
0.0962800875273523,0.32705248990578734,0.715909481048584
0.09846827133479212,0.32705248990578734,0.7154967188835144
0.09846827133479212,0.3283983849259758,0.7154404520988464
0.09956236323851203,0.3283983849259758,0.715080976486206
0.09956236323851203,0.3310901749663526,0.7140003442764282
0.10065645514223195,0.3310901749663526,0.7137640118598938
0.10065645514223195,0.3364737550471063,0.7126806378364563
0.1050328227571116,0.3364737550471063,0.7119471430778503
0.1050328227571116,0.33781965006729475,0.7113094925880432
0.10722100656455143,0.33781965006729475,0.7109565734863281
0.10722100656455143,0.3391655450874832,0.7109311819076538
0.10831509846827134,0.3391655450874832,0.7108592391014099
0.10831509846827134,0.3405114401076716,0.709687352180481
0.10940919037199125,0.3405114401076716,0.7089532017707825
0.10940919037199125,0.34589502018842533,0.7086932063102722
0.11269146608315099,0.34589502018842533,0.7063436508178711
0.11269146608315099,0.3472409152086137,0.7061671018600464
