fpr,tpr,thresholds
0.0,0.0,1.4897243678569794
0.0,0.0013458950201884253,0.48972436785697937
0.0,0.010767160161507403,0.48971623182296753
0.0010940919037199124,0.010767160161507403,0.4897155463695526
0.0010940919037199124,0.016150740242261104,0.4897129237651825
0.0010940919037199124,0.018842530282637954,0.4897126853466034
0.0010940919037199124,0.020188425302826378,0.4897126257419586
0.002188183807439825,0.020188425302826378,0.48971131443977356
0.002188183807439825,0.02288021534320323,0.48971062898635864
0.0032822757111597373,0.02288021534320323,0.48971039056777954
0.0032822757111597373,0.026917900403768506,0.4897097051143646
0.00437636761487965,0.026917900403768506,0.489708811044693
0.00437636761487965,0.02826379542395693,0.48970839381217957
0.005470459518599562,0.02826379542395693,0.4897083342075348
0.005470459518599562,0.03633916554508748,0.4897058308124542
0.006564551422319475,0.03633916554508748,0.4897053837776184
0.006564551422319475,0.04172274562584118,0.4897044599056244
0.0087527352297593,0.04172274562584118,0.4897042214870453
0.0087527352297593,0.04441453566621804,0.48970410227775574
0.0087527352297593,0.047106325706594884,0.48970314860343933
0.009846827133479213,0.047106325706594884,0.4897030293941498
0.009846827133479213,0.04845222072678331,0.489702969789505
0.009846827133479213,0.05114401076716016,0.4897027909755707
0.009846827133479213,0.05652759084791386,0.4897019565105438
0.010940919037199124,0.05652759084791386,0.4897018373012543
0.010940919037199124,0.059219380888290714,0.48970159888267517
0.012035010940919038,0.059219380888290714,0.48970142006874084
0.012035010940919038,0.06191117092866756,0.4897010326385498
0.01312910284463895,0.06191117092866756,0.48970091342926025
0.01312910284463895,0.06998654104979811,0.48969998955726624
0.014223194748358862,0.06998654104979811,0.48969992995262146
0.014223194748358862,0.0740242261103634,0.4896993041038513
0.015317286652078774,0.0740242261103634,0.48969918489456177
0.016411378555798686,0.07671601615074024,0.4896988570690155
0.016411378555798686,0.07806191117092867,0.4896986186504364
0.0175054704595186,0.07940780619111709,0.4896984100341797
0.0175054704595186,0.08075370121130551,0.48969781398773193
0.018599562363238512,0.08075370121130551,0.48969766497612
0.018599562363238512,0.08209959623149395,0.48969748616218567
0.018599562363238512,0.0847913862718708,0.48969724774360657
0.018599562363238512,0.08748317631224764,0.4896969795227051
0.018599562363238512,0.0901749663526245,0.4896969199180603
0.018599562363238512,0.0955585464333782,0.48969656229019165
0.019693654266958426,0.0955585464333782,0.48969635367393494
0.019693654266958426,0.09825033647375504,0.48969587683677673
0.019693654266958426,0.1009421265141319,0.48969566822052
0.019693654266958426,0.10228802153432032,0.4896951913833618
0.020787746170678335,0.10363391655450875,0.489694744348526
0.020787746170678335,0.10901749663526245,0.4896939992904663
0.02188183807439825,0.10901749663526245,0.48969393968582153
0.02188183807439825,0.11305518169582772,0.4896935522556305
0.022975929978118162,0.11440107671601615,0.4896934926509857
0.022975929978118162,0.11574697173620457,0.48969337344169617
0.024070021881838075,0.11574697173620457,0.48969313502311707
0.024070021881838075,0.11709286675639301,0.4896930754184723
0.02516411378555799,0.11843876177658143,0.4896930158138275
0.02954048140043764,0.12113055181695828,0.4896928071975708
0.030634573304157548,0.1224764468371467,0.4896925687789917
0.03282275711159737,0.1224764468371467,0.4896923899650574
0.03282275711159737,0.12382234185733512,0.48969218134880066
0.03391684901531729,0.12516823687752354,0.4896921217441559
0.0350109409190372,0.12516823687752354,0.4896916449069977
0.0350109409190372,0.126514131897712,0.48969152569770813
0.038293216630196934,0.1278600269179004,0.48969143629074097
0.04048140043763676,0.13055181695827725,0.4896910786628723
0.04157549234135667,0.13055181695827725,0.48969101905822754
0.04157549234135667,0.13324360699865412,0.489690899848938
0.04266958424507659,0.13324360699865412,0.4896908402442932
0.04266958424507659,0.13458950201884254,0.48969075083732605
0.047045951859956234,0.13458950201884254,0.4896901547908783
0.047045951859956234,0.13728129205921938,0.48968982696533203
0.04814004376367615,0.1386271870794078,0.4896897077560425
0.04814004376367615,0.13997308209959622,0.4896896481513977
0.04923413566739606,0.1426648721399731,0.48968958854675293
0.04923413566739606,0.14535666218034993,0.4896893799304962
0.04923413566739606,0.14670255720053835,0.48968926072120667
0.04923413566739606,0.15074024226110364,0.48968902230262756
0.05142231947483589,0.15208613728129206,0.48968884348869324
0.05142231947483589,0.15343203230148048,0.48968857526779175
0.0525164113785558,0.15612382234185734,0.4896884560585022
0.0525164113785558,0.1601615074024226,0.48968809843063354
0.053610503282275714,0.16150740242261102,0.48968788981437683
0.053610503282275714,0.1641991924629879,0.48968765139579773
0.05470459518599562,0.1641991924629879,0.4896875321865082
0.05470459518599562,0.1655450874831763,0.4896874725818634
0.05579868708971553,0.1655450874831763,0.48968741297721863
0.05798687089715536,0.1655450874831763,0.4896872937679291
0.05798687089715536,0.16823687752355315,0.4896872043609619
0.05798687089715536,0.1695827725437416,0.48968714475631714
0.061269146608315096,0.1695827725437416,0.48968690633773804
0.06236323851203501,0.17227456258411844,0.48968684673309326
0.06236323851203501,0.17496635262449528,0.48968660831451416
0.06455142231947483,0.17631224764468373,0.489686518907547
0.06564551422319474,0.17631224764468373,0.48968639969825745
0.06564551422319474,0.17900403768506057,0.48968610167503357
0.06564551422319474,0.1816958277254374,0.4896860420703888
0.06673960612691467,0.1816958277254374,0.48968592286109924
0.06673960612691467,0.18304172274562583,0.4896858334541321
0.06783369803063458,0.18438761776581428,0.48968571424484253
0.06783369803063458,0.1857335127860027,0.489685595035553
0.0700218818380744,0.1857335127860027,0.4896854758262634
0.07221006564551423,0.18842530282637954,0.4896852374076843
0.07221006564551423,0.1911170928667564,0.48968446254730225
0.07330415754923414,0.19380888290713325,0.4896843433380127
0.07330415754923414,0.19515477792732167,0.48968422412872314
0.07330415754923414,0.19784656796769853,0.48968416452407837
0.07330415754923414,0.20053835800807537,0.48968371748924255
0.07658643326039387,0.2018842530282638,0.4896836578845978
0.07658643326039387,0.2032301480484522,0.4896835386753082
0.07768052516411379,0.20457604306864063,0.4896833002567291
0.07986870897155361,0.20457604306864063,0.48968297243118286
0.08096280087527352,0.20592193808882908,0.48968273401260376
0.08096280087527352,0.20861372812920592,0.4896826148033142
0.08205689277899343,0.20861372812920592,0.48968255519866943
0.08315098468271334,0.20995962314939434,0.4896824359893799
0.08424507658643327,0.20995962314939434,0.4896823763847351
0.08643326039387308,0.21130551816958276,0.48968228697776794
0.087527352297593,0.21399730820995963,0.4896821677684784
0.08971553610503283,0.21399730820995963,0.48968204855918884
0.09080962800875274,0.21534320323014805,0.4896819293498993
0.09080962800875274,0.2193808882907133,0.4896818697452545
0.09190371991247265,0.2193808882907133,0.48968181014060974
0.09190371991247265,0.22207267833109018,0.4896814227104187
0.09299781181619256,0.22207267833109018,0.4896813631057739
0.09518599562363239,0.22207267833109018,0.4896812438964844
0.09518599562363239,0.2234185733512786,0.4896811246871948
0.09518599562363239,0.22611036339165544,0.4896809160709381
0.09737417943107221,0.2288021534320323,0.48968079686164856
0.09846827133479212,0.23149394347240915,0.489680677652359
0.10065645514223195,0.23283983849259757,0.48968055844306946
0.10065645514223195,0.23822341857335128,0.4896802306175232
0.10175054704595186,0.24091520861372812,0.48968011140823364
0.10175054704595186,0.24226110363391656,0.4896799325942993
0.10393873085339168,0.24226110363391656,0.489679753780365
0.10393873085339168,0.2449528936742934,0.48967963457107544
0.10393873085339168,0.24629878869448182,0.4896795451641083
0.1050328227571116,0.2489905787348587,0.4896794259548187
0.1061269146608315,0.2503364737550471,0.4896793067455292
0.10831509846827134,0.25168236877523553,0.4896791875362396
0.11050328227571116,0.2557200538358008,0.4896790683269501
0.11269146608315099,0.25841184387617766,0.48967885971069336
0.11487964989059081,0.25841184387617766,0.4896787405014038
0.11706783369803063,0.25841184387617766,0.4896785020828247
0.11706783369803063,0.2597577388963661,0.48967838287353516
0.11706783369803063,0.26244952893674295,0.4896782636642456
0.11706783369803063,0.26379542395693134,0.48967817425727844
0.11816192560175055,0.26379542395693134,0.4896780550479889
0.11816192560175055,0.2651413189771198,0.489677757024765
0.12253829321663019,0.2651413189771198,0.48967745900154114
0.12253829321663019,0.26783310901749663,0.48967742919921875
0.12253829321663019,0.2718707940780619,0.489677369594574
0.12363238512035012,0.2732166890982503,0.4896772503852844
0.12363238512035012,0.27456258411843876,0.48967719078063965
0.12582056892778992,0.2759084791386272,0.4896771311759949
